datetime,GroupCount,mean_BiovolumeMean,mean_BiovolumeSum,mean_BiovolumeStd,mean_BiovolumeMin,mean_BiovolumeMax,mean_EquivDiameterMean,mean_EquivDiameterSum,mean_EquivDiameterStd,mean_EquivDiameterMin,mean_EquivDiameterMax,mean_GroupCount,median_BiovolumeMean,median_BiovolumeSum,median_BiovolumeStd,median_BiovolumeMin,median_BiovolumeMax,median_EquivDiameterMean,median_EquivDiameterSum,median_EquivDiameterStd,median_EquivDiameterMin,median_EquivDiameterMax,median_GroupCount
07-Jan-2016,40,63054.0014788378,7179002.24828092,231537.744302923,1549.8384739325,2075106.3162675,41.8998538076812,4766.83339425703,22.3710278299165,15.572560571525,167.38682901,113.725,50708.2866022342,5894870.36534195,130960.05205845,1076.768494,1175223.188,41.3986332882713,4495.31052926,22.0899648870286,15.835719385,160.06389645,109.5
11-Jan-2016,1,78324.1655038736,10103817.3499997,172375.017298771,599.8363647,1148636.175,47.703340465814,6153.73092009,21.6340231023385,15.13879513,149.4112075,129,78324.1655038736,10103817.3499997,172375.017298771,599.8363647,1148636.175,47.703340465814,6153.73092009,21.6340231023385,15.13879513,149.4112075,129
14-Jan-2016,38,68588.0835532103,5287886.63244896,204287.959593136,2462.3531405,1730551.78939474,45.0885699245993,3222.43111363092,19.8234031187769,17.8371197293421,135.839498326316,71.2105263157895,57466.509003232,3777714.8918165,97204.4098523753,2335.7314775,607902.36725,45.452726606068,2966.38322753,17.9743077132181,19.84879841,113.88685695,65
07-Feb-2016,11,38245.1836817692,90659912.9976489,196597.167953919,68.5335230763636,5888994.01672727,35.6420770355871,83600.3797942748,24.9210713669887,5.09925913745454,270.598611218182,2441.27272727273,35804.0790478105,84336617.1772484,170505.863054439,70.25804138,5239170.058,36.7039501280434,74898.336106817,25.6950129082762,7.225151994,268.416715,2743
12-Feb-2016,2,39987.8514100358,82278163.6435645,178906.152890955,74.5596962,4191992.1495,38.5243666953748,79264.152855643,24.0231720287921,7.2689423925,237.7663374,2057.5,39987.8514100358,82278163.6435645,178906.152890955,74.5596962,4191992.1495,38.5243666953748,79264.152855643,24.0231720287921,7.2689423925,237.7663374,2057.5
05-Apr-2016,2,50605.2233451965,41280813.797447,259267.013624663,0,4779739.94907,22.8029246619525,17465.29166797,24.138359249561,0,166.342159525,704.5,50605.2233451965,41280813.797447,259267.013624663,0,4779739.94907,22.8029246619525,17465.29166797,24.138359249561,0,166.342159525,704.5
27-Apr-2016,12,12033.4428174568,7595141.11782232,49354.9161878621,0,739434.681609,13.847468532792,9107.85557009667,14.7689405593758,0,110.481735455833,596.166666666667,2500.24436972181,1207523.1946974,12226.5701467806,0,222672.48435,11.4300754423184,5473.4631178075,10.7082422253091,0,97.97868091,429.5
28-Apr-2016,45,5687.52679021537,1866404.32050399,28458.1879937684,0,444542.693356267,13.4750109081869,2445.74621169293,12.5451701519902,0,68.1262726073333,150.355555555556,2765.41180225848,124434.92639038,5520.62592342552,0,30744.16602,13.0637210351827,609.675462614,11.2434596778183,0,50.10816682,48
13-May-2016,1,1932.12006463575,1226896.2410437,6656.51039775626,0,148198.3502,10.5596443559953,6705.374166057,9.35777607804325,0,69.45721442,635,1932.12006463575,1226896.2410437,6656.51039775626,0,148198.3502,10.5596443559953,6705.374166057,9.35777607804325,0,69.45721442,635
26-May-2016,5,1562.5813377362,182812.621488662,3443.72939425107,0,29428.1637804,9.92946560148632,1202.1256209026,8.54585555343053,0,37.295982482,135.8,1774.32431694672,221790.53961834,2351.75758933808,0,8323.736328,8.89022560377444,1182.400005302,8.70953894136407,0,30.17227659,133
01-Jun-2016,1,1814.07320818583,230387.2974396,2480.84215060554,0,18802.98633,11.9808413407165,1521.566850271,9.23588918372346,0,44.99389821,127,1814.07320818583,230387.2974396,2480.84215060554,0,18802.98633,11.9808413407165,1521.566850271,9.23588918372346,0,44.99389821,127
